topic,response_type,model1,model2,jsd
capitalism,care,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.509
capitalism,care,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.44
capitalism,care,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.432
capitalism,care,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.492
capitalism,care,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.449
capitalism,care,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.418
capitalism,care,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.405
capitalism,care,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.382
capitalism,care,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.42
capitalism,equality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.257
capitalism,equality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.377
capitalism,equality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.447
capitalism,equality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.429
capitalism,equality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.412
capitalism,equality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.386
capitalism,equality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.395
capitalism,equality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.29
capitalism,equality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.404
capitalism,equality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.384
capitalism,equality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.363
capitalism,equality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.323
capitalism,equality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.347
capitalism,equality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.433
capitalism,equality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.452
capitalism,equality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.429
capitalism,equality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.399
capitalism,equality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.415
capitalism,equality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.337
capitalism,equality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.502
capitalism,equality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.448
capitalism,equality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.472
capitalism,equality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.481
capitalism,equality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.432
capitalism,equality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.459
capitalism,equality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.426
capitalism,equality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.431
capitalism,equality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.359
capitalism,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.279
capitalism,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.371
capitalism,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.436
capitalism,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.434
capitalism,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.356
capitalism,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.397
capitalism,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.34
capitalism,loyalty,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.258
capitalism,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.361
capitalism,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.38
capitalism,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.32
capitalism,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.369
capitalism,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.318
capitalism,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.425
capitalism,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.432
capitalism,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.406
capitalism,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.402
capitalism,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.374
capitalism,loyalty,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.447
capitalism,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.43
capitalism,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.433
capitalism,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.388
capitalism,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.485
capitalism,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.486
capitalism,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.436
capitalism,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.33
capitalism,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.383
capitalism,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.419
capitalism,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.347
capitalism,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.353
capitalism,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.362
capitalism,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.317
capitalism,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.411
capitalism,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.373
capitalism,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.462
capitalism,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.326
capitalism,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.338
capitalism,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.297
capitalism,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.415
capitalism,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.383
capitalism,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.3
capitalism,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.389
capitalism,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.357
capitalism,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.403
capitalism,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.419
capitalism,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.367
capitalism,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.354
capitalism,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.471
capitalism,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.382
capitalism,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.406
capitalism,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.414
capitalism,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.356
capitalism,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.409
capitalism,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.389
capitalism,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.352
capitalism,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.361
capitalism,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.391
capitalism,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.438
capitalism,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.444
capitalism,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.447
capitalism,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.477
capitalism,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.399
capitalism,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.426
capitalism,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.346
capitalism,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.388
capitalism,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.36
capitalism,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.503
capitalism,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.466
capitalism,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.468
capitalism,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.427
capitalism,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.428
capitalism,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.493
capitalism,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.478
capitalism,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.483
capitalism,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.396
capitalism,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.519
capitalism,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.457
capitalism,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.485
capitalism,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.508
capitalism,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.462
capitalism,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.457
capitalism,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.481
capitalism,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.459
capitalism,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.407
civil-rights,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.388
civil-rights,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.394
civil-rights,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.514
civil-rights,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.429
civil-rights,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.461
civil-rights,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.499
civil-rights,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.435
civil-rights,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.391
civil-rights,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.498
civil-rights,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.37
civil-rights,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.443
civil-rights,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.498
civil-rights,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.472
civil-rights,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.52
civil-rights,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.337
civil-rights,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.376
civil-rights,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.471
civil-rights,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.404
civil-rights,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.493
civil-rights,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.543
civil-rights,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.564
civil-rights,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.515
civil-rights,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.412
civil-rights,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.495
civil-rights,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.459
civil-rights,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.431
civil-rights,authority,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.442
civil-rights,authority,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.533
civil-rights,base,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.384
civil-rights,base,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.486
civil-rights,base,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.489
civil-rights,base,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.388
civil-rights,base,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.486
civil-rights,base,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.421
civil-rights,base,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.364
civil-rights,base,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.376
civil-rights,base,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.428
civil-rights,base,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.35
civil-rights,base,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.441
civil-rights,base,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.279
civil-rights,base,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.359
civil-rights,base,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.386
civil-rights,base,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.383
civil-rights,base,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.416
civil-rights,base,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.409
civil-rights,base,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.416
civil-rights,base,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.388
civil-rights,base,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.454
civil-rights,base,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.419
civil-rights,base,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.439
civil-rights,base,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.478
civil-rights,base,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.403
civil-rights,base,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.366
civil-rights,base,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.417
civil-rights,base,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.406
civil-rights,base,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.391
civil-rights,care,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.355
civil-rights,care,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.401
civil-rights,care,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.42
civil-rights,care,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.433
civil-rights,care,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.406
civil-rights,care,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.416
civil-rights,care,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.693
civil-rights,care,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.283
civil-rights,care,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.405
civil-rights,care,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.329
civil-rights,care,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.397
civil-rights,care,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.432
civil-rights,care,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,care,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.396
civil-rights,care,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.266
civil-rights,care,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.415
civil-rights,care,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.439
civil-rights,care,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,care,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.443
civil-rights,care,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.463
civil-rights,care,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.486
civil-rights,care,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,care,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.429
civil-rights,care,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.463
civil-rights,care,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,care,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.354
civil-rights,care,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,care,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.672
civil-rights,equality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.465
civil-rights,equality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.482
civil-rights,equality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.533
civil-rights,equality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.458
civil-rights,equality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.427
civil-rights,equality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.483
civil-rights,equality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.693
civil-rights,equality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.308
civil-rights,equality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.465
civil-rights,equality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.317
civil-rights,equality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.453
civil-rights,equality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.458
civil-rights,equality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,equality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.484
civil-rights,equality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.303
civil-rights,equality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.428
civil-rights,equality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.413
civil-rights,equality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,equality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.404
civil-rights,equality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.409
civil-rights,equality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.461
civil-rights,equality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,equality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.453
civil-rights,equality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.376
civil-rights,equality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,equality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.396
civil-rights,equality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,equality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.693
civil-rights,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.433
civil-rights,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.481
civil-rights,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.475
civil-rights,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.406
civil-rights,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.456
civil-rights,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.488
civil-rights,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.416
civil-rights,loyalty,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.436
civil-rights,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.454
civil-rights,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.377
civil-rights,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.43
civil-rights,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.412
civil-rights,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.404
civil-rights,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.442
civil-rights,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.476
civil-rights,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.488
civil-rights,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.445
civil-rights,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.409
civil-rights,loyalty,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.471
civil-rights,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.538
civil-rights,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.478
civil-rights,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.43
civil-rights,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.464
civil-rights,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.518
civil-rights,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.451
civil-rights,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.44
civil-rights,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.479
civil-rights,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.423
civil-rights,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.391
civil-rights,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.415
civil-rights,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.346
civil-rights,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.382
civil-rights,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.348
civil-rights,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.396
civil-rights,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.37
civil-rights,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.35
civil-rights,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.465
civil-rights,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.41
civil-rights,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.398
civil-rights,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.394
civil-rights,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.411
civil-rights,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.485
civil-rights,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.443
civil-rights,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.434
civil-rights,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.423
civil-rights,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.466
civil-rights,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.343
civil-rights,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.449
civil-rights,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.419
civil-rights,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.464
civil-rights,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.436
civil-rights,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.413
civil-rights,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.395
civil-rights,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.364
civil-rights,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.406
civil-rights,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.393
civil-rights,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.427
civil-rights,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.435
